sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
chr4:44983901-44983924	GRHPR	25.625	1.0876	25.625	1.0876	-3.6729	301.05	157.16	2.5914	0.0047796	0.99522	0.0095593	0.054267	False
chr4:155841026-155841049	MXRA8	25.625	0	25.625	0	-4.7347	328.33	157.16	2.5914	0.0047796	0.99522	0.0095593	0.054267	False
chr2:86658360-86658383	OLFR1085	63.589	6.5256	63.589	6.5256	-3.1014	1628.1	579.76	2.5912	0.004782	0.99522	0.0095641	0.054267	False
chr8:41261098-41261121	PCM1	128.13	26.102	128.13	26.102	-2.2523	5204.5	1608.9	2.5907	0.0047892	0.99521	0.0095784	0.054281	False
chr9:32256783-32256806	ARHGAP32	86.367	164.23	86.367	164.23	0.91929	3031.1	904.49	2.5889	0.99518	0.0048239	0.0096478	0.054541	True
chr14:59419315-59419338	SETDB2	85.418	11.964	85.418	11.964	-2.7369	2697.8	890.05	2.5886	0.0048186	0.99518	0.0096372	0.054541	False
chr4:155891169-155891192	PUSL1	20.88	48.942	20.88	48.942	1.1906	393.74	117.54	2.5884	0.99504	0.0049557	0.0099113	0.055484	True
chr9:61401886-61401909	TLE3	20.88	48.942	20.88	48.942	1.1906	393.74	117.54	2.5884	0.99504	0.0049557	0.0099113	0.055484	True
chr10:79891698-79891721	CFD	99.654	185.98	99.654	185.98	0.89347	3726	1114.3	2.5861	0.99514	0.0048607	0.0097213	0.054821	True
chr5:140331132-140331155	FTSJ2	99.654	16.314	99.654	16.314	-2.5394	3472.8	1114.3	2.5857	0.0048593	0.99514	0.0097187	0.054821	False
chr7:119819425-119819448	2610020H08RIK	137.62	246.88	137.62	246.88	0.83856	5969.7	1786.4	2.5852	0.99513	0.0048687	0.0097374	0.054844	True
chr11:78305163-78305186	SPAG5	26.574	59.818	26.574	59.818	1.1412	552.56	165.51	2.584	0.99502	0.0049791	0.0099583	0.055612	True
chr11:49261216-49261239	MGAT1	72.131	140.3	72.131	140.3	0.95022	2323.5	696.07	2.5838	0.9951	0.0049007	0.0098014	0.05508	True
chr2:136773923-136773946	SNAP25	132.87	239.27	132.87	239.27	0.84381	5660.4	1696.9	2.5829	0.9951	0.0049016	0.0098031	0.05508	True
chr17:43487214-43487237	MEP1A	91.112	171.84	91.112	171.84	0.90798	3258.5	977.78	2.5817	0.99508	0.0049246	0.0098492	0.055271	True
chr16:32806687-32806710	GM933	44.607	3.2628	44.607	3.2628	-3.4194	854.68	347.42	2.5784	0.0049628	0.99504	0.0099256	0.055496	False
chr7:45170444-45170467	SLC17A7	72.131	8.7008	72.131	8.7008	-2.9143	2011.7	696.07	2.5764	0.0049911	0.99501	0.0099822	0.055628	False
chr1:52925385-52925408	1700019D03RIK	17.084	41.329	17.084	41.329	1.227	293.91	88.558	2.5764	0.99483	0.0051714	0.010343	0.057066	True
chr11:108923911-108923934	AXIN2	203.1	348.03	203.1	348.03	0.77405	10502	3164.3	2.5764	0.99501	0.0049927	0.0099854	0.055628	True
chr8:110221668-110221691	FTSJD1	76.876	147.91	76.876	147.91	0.93522	2523.2	763.57	2.5708	0.99491	0.0050875	0.010175	0.056592	True
chr19:12674307-12674330	OLFR1442	681.44	1035.4	681.44	1035.4	0.60279	62640	18974	2.5696	0.99491	0.0050915	0.010183	0.056592	True
chr9:119341651-119341674	ACAA1A	24.676	0	24.676	0	-4.6824	304.46	148.95	2.5656	0.0051492	0.99485	0.010298	0.056889	False
chr7:19385840-19385863	ERCC2	24.676	0	24.676	0	-4.6824	304.46	148.95	2.5656	0.0051492	0.99485	0.010298	0.056889	False
chr4:62428393-62428416	RNF183	24.676	0	24.676	0	-4.6824	304.46	148.95	2.5656	0.0051492	0.99485	0.010298	0.056889	False
chr17:34049613-34049636	COL11A2	24.676	0	24.676	0	-4.6824	304.46	148.95	2.5656	0.0051492	0.99485	0.010298	0.056889	False
chr15:48001603-48001626	CSMD3	24.676	0	24.676	0	-4.6824	304.46	148.95	2.5656	0.0051492	0.99485	0.010298	0.056889	False
chr6:124700037-124700060	LPCAT3	104.4	18.489	104.4	18.489	-2.4351	3690.3	1192.6	2.5633	0.0051836	0.99482	0.010367	0.057131	False
chr11:105329220-105329243	MRC2	61.691	6.5256	61.691	6.5256	-3.0584	1521.6	554.86	2.5619	0.0052054	0.99479	0.010411	0.057303	False
chr12:40692992-40693015	DOCK4	43.658	3.2628	43.658	3.2628	-3.389	815.89	336.83	2.5604	0.0052281	0.99477	0.010456	0.057484	False
chr12:84809603-84809626	LTBP2	490.68	766.76	490.68	766.76	0.64294	38110	11652	2.5576	0.99473	0.0052701	0.01054	0.057877	True
chr4:59213229-59213252	UGCG	222.09	375.22	222.09	375.22	0.75398	11725	3609.2	2.549	0.9946	0.0054025	0.010805	0.059189	True
chr18:7443993-7444016	MPP7	70.232	8.7008	70.232	8.7008	-2.8764	1893.1	669.63	2.549	0.0054022	0.9946	0.010804	0.059189	False
chr9:110548720-110548743	SETD2	84.469	159.88	84.469	159.88	0.91249	2843.2	875.69	2.5483	0.99458	0.0054248	0.01085	0.059363	True
chrX:155332436-155332459	PRDX4	141.41	251.24	141.41	251.24	0.82468	6030.4	1859.1	2.547	0.99456	0.0054352	0.01087	0.059406	True
chr7:28732731-28732754	FBXO17	16.134	39.154	16.134	39.154	1.2286	264.94	81.72	2.5464	0.99435	0.0056522	0.011304	0.060766	True
chr11:117812562-117812585	SYNGR2	41.76	87.008	41.76	87.008	1.0414	1023.7	315.97	2.5455	0.99449	0.0055074	0.011015	0.06003	True
chr11:99014957-99014980	TOP2A	42.709	3.2628	42.709	3.2628	-3.3581	778	326.35	2.5419	0.0055119	0.99449	0.011024	0.06003	False
chr16:10835274-10835297	A630055G03RIK	42.709	3.2628	42.709	3.2628	-3.3581	778	326.35	2.5419	0.0055119	0.99449	0.011024	0.06003	False
chrX:136140037-136140060	BEX4	80.672	153.35	80.672	153.35	0.9183	2641.1	819.01	2.5396	0.99444	0.0055625	0.011125	0.060132	True
chr2:163854080-163854103	KCNK15	23.727	0	23.727	0	-4.628	281.49	140.88	2.539	0.0055587	0.99444	0.011117	0.060132	False
chr11:6515914-6515937	MYO1G	23.727	0	23.727	0	-4.628	281.49	140.88	2.539	0.0055587	0.99444	0.011117	0.060132	False
chr7:19732991-19733014	PVRL2	23.727	0	23.727	0	-4.628	281.49	140.88	2.539	0.0055587	0.99444	0.011117	0.060132	False
chr7:43408949-43408972	SIGLECG	23.727	0	23.727	0	-4.628	281.49	140.88	2.539	0.0055587	0.99444	0.011117	0.060132	False
chr7:127591420-127591443	RNF40	23.727	0	23.727	0	-4.628	281.49	140.88	2.539	0.0055587	0.99444	0.011117	0.060132	False
chr14:99090025-99090048	DIS3	105.35	193.59	105.35	193.59	0.87165	3893.5	1208.4	2.5385	0.99443	0.0055736	0.011147	0.060132	True
chr15:51799261-51799284	EIF3H	81.621	11.964	81.621	11.964	-2.6721	2426.1	833.07	2.5381	0.0055724	0.99443	0.011145	0.060132	False
chr2:153232258-153232281	PLAGL2	142.36	252.32	142.36	252.32	0.8213	6045.6	1877.4	2.5378	0.99442	0.0055811	0.011162	0.060143	True
chr2:167024441-167024464	DDX27	92.061	15.226	92.061	15.226	-2.5198	2951.8	992.66	2.5339	0.0056407	0.99436	0.011281	0.060714	False
chr6:71761404-71761427	REEP1	85.418	160.96	85.418	160.96	0.90628	2853.7	890.05	2.5323	0.99432	0.0056784	0.011357	0.06093	True
chr1:160930247-160930270	RC3H1	64.538	126.16	64.538	126.16	0.95626	1898.7	592.35	2.532	0.99431	0.0056939	0.011388	0.06093	True
chr7:103320564-103320587	OLFR597	34.167	2.1752	34.167	2.1752	-3.4693	511.74	236.93	2.5307	0.0056923	0.99431	0.011385	0.06093	False
chr10:128641100-128641123	IKZF4	34.167	2.1752	34.167	2.1752	-3.4693	511.74	236.93	2.5307	0.0056923	0.99431	0.011385	0.06093	False
chr3:116641852-116641875	HIAT1	62.64	122.9	62.64	122.9	0.96116	1815.6	567.27	2.53	0.99427	0.005727	0.011454	0.061212	True
chr17:46220804-46220827	XPO5	83.52	157.7	83.52	157.7	0.90896	2751.5	861.41	2.5275	0.99424	0.0057562	0.011512	0.061453	True
chr6:83109374-83109397	MRPL53	32.269	69.606	32.269	69.606	1.0856	697.04	218.32	2.5269	0.99416	0.0058378	0.011676	0.062108	True
chr13:84284060-84284083	TMEM161B	80.672	11.964	80.672	11.964	-2.6554	2360.4	819.01	2.5251	0.0057827	0.99422	0.011565	0.061665	False
chr8:107392120-107392143	NQO1	38.913	81.57	38.913	81.57	1.0488	909.82	285.49	2.5246	0.99415	0.005853	0.011706	0.062155	True
chr5:121637245-121637268	ACAD10	41.76	3.2628	41.76	3.2628	-3.3264	741.01	315.97	2.5231	0.0058158	0.99418	0.011632	0.061945	False
chr2:154592204-154592227	PXMP4	68.334	8.7008	68.334	8.7008	-2.8374	1778.1	643.53	2.5207	0.0058558	0.99414	0.011712	0.062155	False
chr7:13401264-13401287	CABP5	71.182	137.04	71.182	137.04	0.93536	2168.5	682.81	2.5203	0.99412	0.0058824	0.011765	0.062294	True
chr16:19407533-19407556	OLFR165	104.4	191.42	104.4	191.42	0.86837	3786	1192.6	2.5198	0.99412	0.0058784	0.011757	0.062294	True
chr13:66930019-66930042	MTERFD1	87.316	14.139	87.316	14.139	-2.5444	2677.5	919	2.5171	0.0059167	0.99408	0.011833	0.062584	False
chr14:32095420-32095443	OXNAD1	63.589	7.6132	63.589	7.6132	-2.9067	1566.6	579.76	2.5161	0.0059335	0.99407	0.011867	0.062691	False
chr15:58205211-58205234	FBXO32	97.756	180.54	97.756	180.54	0.87836	3426.7	1083.4	2.5151	0.99404	0.0059593	0.011919	0.062819	True
chr9:109839635-109839658	NME6	72.131	9.7884	72.131	9.7884	-2.761	1943.3	696.07	2.5148	0.0059546	0.99405	0.011909	0.062819	False
chr1:139328274-139328297	CRB1	29.422	64.168	29.422	64.168	1.0991	603.66	191.34	2.5119	0.99389	0.0061053	0.012211	0.063846	True
chr17:24896895-24896918	NME3	22.778	0	22.778	0	-4.5716	259.42	132.96	2.5113	0.0060138	0.99399	0.012028	0.063104	False
chr15:51799255-51799278	EIF3H	22.778	0	22.778	0	-4.5716	259.42	132.96	2.5113	0.0060138	0.99399	0.012028	0.063104	False
chr17:36988669-36988692	H2-M5	22.778	0	22.778	0	-4.5716	259.42	132.96	2.5113	0.0060138	0.99399	0.012028	0.063104	False
chr7:24405897-24405920	1500002O20RIK	22.778	0	22.778	0	-4.5716	259.42	132.96	2.5113	0.0060138	0.99399	0.012028	0.063104	False
chr1:118844335-118844358	GLI2	65.487	127.25	65.487	127.25	0.9478	1907.3	605.01	2.511	0.99396	0.0060437	0.012087	0.063345	True
chr2:85414310-85414333	OLFR993	110.09	200.12	110.09	200.12	0.85626	4052.2	1288.8	2.5077	0.99392	0.006083	0.012166	0.063684	True
chr3:88326234-88326257	0610031J06RIK	125.28	224.05	125.28	224.05	0.8336	4877.3	1556.8	2.5031	0.99384	0.0061594	0.012319	0.064338	True
chr9:39839677-39839700	OLFR971	173.68	299.09	173.68	299.09	0.78065	7863.4	2513.8	2.5013	0.99381	0.0061893	0.012379	0.064457	True
chr12:11332145-11332168	VSNL1	208.8	352.38	208.8	352.38	0.75222	10308	3295.8	2.5011	0.99381	0.0061919	0.012384	0.064457	True
chr7:44016105-44016128	KLK1B26	62.64	7.6132	62.64	7.6132	-2.8853	1514	567.27	2.501	0.0061916	0.99381	0.012383	0.064457	False
chr3:58545259-58545282	EIF2A	78.774	11.964	78.774	11.964	-2.6215	2231.8	791.14	2.4987	0.006233	0.99377	0.012466	0.064739	False
chr4:116992867-116992890	UROD	78.774	11.964	78.774	11.964	-2.6215	2231.8	791.14	2.4987	0.006233	0.99377	0.012466	0.064739	False
chr9:21201360-21201383	PDE4A	113.89	205.56	113.89	205.56	0.84628	4201.3	1354.2	2.4909	0.99362	0.0063768	0.012754	0.066097	True
chr3:34650532-34650555	SOX2	277.13	101.15	277.13	101.15	-1.4451	15486	5003.2	2.4905	0.0063781	0.99362	0.012756	0.066097	False
chr10:118146892-118146915	MDM1	62.64	121.81	62.64	121.81	0.94844	1750.6	567.27	2.4844	0.99348	0.0065168	0.013034	0.067128	True
chr6:48707993-48708016	GIMAP6	21.829	1.0876	21.829	1.0876	-3.451	215.1	125.17	2.4826	0.0065214	0.99348	0.013043	0.067128	False
chr4:144703914-144703937	GM13178	21.829	0	21.829	0	-4.5128	238.25	125.17	2.4826	0.0065214	0.99348	0.013043	0.067128	False
chr7:63919315-63919338	E030018B13RIK	21.829	0	21.829	0	-4.5128	238.25	125.17	2.4826	0.0065214	0.99348	0.013043	0.067128	False
chrX:167497882-167497905	FRMPD4	21.829	0	21.829	0	-4.5128	238.25	125.17	2.4826	0.0065214	0.99348	0.013043	0.067128	False
chr4:115785167-115785190	ATPAF1	21.829	1.0876	21.829	1.0876	-3.451	215.1	125.17	2.4826	0.0065214	0.99348	0.013043	0.067128	False
chr6:28244399-28244422	ZFP800	97.756	18.489	97.756	18.489	-2.3412	3141.6	1083.4	2.4818	0.0065365	0.99346	0.013073	0.067207	False
chr7:120182187-120182210	ANKS4B	43.658	89.183	43.658	89.183	1.0139	1036.3	336.83	2.4805	0.99338	0.0066167	0.013233	0.06788	True
chr14:41132570-41132593	SFTPA1	71.182	135.95	71.182	135.95	0.92395	2097.5	682.81	2.4786	0.99338	0.0066156	0.013231	0.06788	True
chr1:135889702-135889725	PKP1	47.454	95.709	47.454	95.709	0.99702	1164.2	379.8	2.476	0.99331	0.0066924	0.013385	0.068504	True
chr16:93683547-93683570	CBR3	117.69	210.99	117.69	210.99	0.83686	4353.1	1420.7	2.4755	0.99334	0.0066589	0.013318	0.068238	True
chr17:31502786-31502809	WDR4	112.94	203.38	112.94	203.38	0.84297	4089.7	1337.8	2.4727	0.99329	0.0067119	0.013424	0.068596	True
chr18:67645998-67646021	PSMG2	177.48	52.205	177.48	52.205	-1.7461	7846.9	2594.9	2.4721	0.0067163	0.99328	0.013433	0.068596	False
chr13:100633454-100633477	RAD17	87.316	15.226	87.316	15.226	-2.4443	2598.5	919	2.4714	0.0067297	0.99327	0.013459	0.0686	False
chr2:23133714-23133737	MASTL	188.87	57.643	188.87	57.643	-1.695	8610.1	2843.4	2.4713	0.0067316	0.99327	0.013463	0.0686	False
chr9:39485092-39485115	OLFR44	608.36	921.2	608.36	921.2	0.59777	48932	16032	2.4707	0.99326	0.0067422	0.013484	0.068631	True
chr11:108931530-108931553	AXIN2	60.742	7.6132	60.742	7.6132	-2.8416	1411.3	542.54	2.4703	0.0067507	0.99325	0.013501	0.068643	False
chr16:33264322-33264345	SNX4	123.38	219.69	123.38	219.69	0.82728	4638.2	1522.4	2.4684	0.99321	0.0067909	0.013582	0.068974	True
chr14:33362511-33362534	ARHGAP22	65.487	126.16	65.487	126.16	0.93552	1840.7	605.01	2.4667	0.99316	0.006844	0.013688	0.069438	True
chr17:69387632-69387655	ZFP161	129.08	228.4	129.08	228.4	0.81849	4932.2	1626.4	2.4628	0.9931	0.006898	0.013796	0.069908	True
chr9:19808578-19808601	OLFR859	677.65	1014.7	677.65	1014.7	0.58178	56812	18818	2.4573	0.993	0.0069998	0.014	0.070861	True
chr4:59213932-59213955	UGCG	72.131	10.876	72.131	10.876	-2.6224	1876.1	696.07	2.4564	0.0070167	0.99298	0.014033	0.070954	False
chr7:64314160-64314183	MTMR10	121.48	28.278	121.48	28.278	-2.0647	4343.6	1488.3	2.4556	0.0070323	0.99297	0.014065	0.071034	False
chr4:47474987-47475010	SEC61B	59.792	7.6132	59.792	7.6132	-2.8193	1361.3	530.32	2.4545	0.0070539	0.99295	0.014108	0.071173	False
chr3:30896109-30896132	GPR160	20.88	0	20.88	0	-4.4515	217.99	117.54	2.4527	0.0070898	0.99291	0.01418	0.071252	False
chr1:20812613-20812636	MCM3	20.88	0	20.88	0	-4.4515	217.99	117.54	2.4527	0.0070898	0.99291	0.01418	0.071252	False
chr5:116180840-116180863	CCDC60	20.88	0	20.88	0	-4.4515	217.99	117.54	2.4527	0.0070898	0.99291	0.01418	0.071252	False
chr8:70756003-70756026	RAB3A	82.571	14.139	82.571	14.139	-2.4647	2341.5	847.2	2.4523	0.0070977	0.9929	0.014195	0.071252	False
chr7:22190228-22190251	VMN1R143	55.047	6.5256	55.047	6.5256	-2.8968	1177.2	470.53	2.4517	0.0071082	0.99289	0.014216	0.071252	False
chr8:70600428-70600451	SSBP4	112.94	25.015	112.94	25.015	-2.1309	3865.5	1337.8	2.4517	0.0071082	0.99289	0.014216	0.071252	False
chr1:90811549-90811572	COL6A3	171.78	293.65	171.78	293.65	0.77003	7425.8	2473.5	2.4504	0.99286	0.0071377	0.014275	0.07147	True
chr8:69707324-69707347	ZFP869	62.64	120.72	62.64	120.72	0.93561	1686.9	567.27	2.4387	0.9926	0.0074015	0.014803	0.073951	True
chr19:20620004-20620027	ALDH1A1	740.29	1097.4	740.29	1097.4	0.56728	63760	21460	2.4376	0.99261	0.0073918	0.014784	0.073934	True
chr12:111410260-111410283	A230065H16RIK	3.7963	11.964	3.7963	11.964	1.4345	33.352	11.236	2.4366	0.99149	0.008509	0.017018	0.081559	True
chr5:151092794-151092817	STARD13	69.283	131.6	69.283	131.6	0.91582	1941.6	656.54	2.432	0.99247	0.007533	0.015066	0.075137	True
chr17:24474484-24474507	9930021D14RIK	137.62	240.36	137.62	240.36	0.80007	5277.9	1786.4	2.4308	0.99246	0.0075366	0.015073	0.075137	True
chr7:137387631-137387654	9430038I01RIK	96.807	176.19	96.807	176.19	0.8573	3150.9	1068.1	2.429	0.99242	0.0075827	0.015165	0.075467	True
chr7:103716786-103716809	OLFR243	116.74	207.73	116.74	207.73	0.82607	4139.9	1404	2.4284	0.99241	0.0075892	0.015178	0.075467	True
chr15:58191433-58191456	FBXO32	102.5	21.752	102.5	21.752	-2.1856	3260.2	1161	2.4278	0.0075944	0.99241	0.015189	0.075467	False
chr9:78411733-78411756	DDX43	65.487	125.07	65.487	125.07	0.92312	1775.3	605.01	2.4225	0.99226	0.0077366	0.015473	0.076548	True
chr9:109839636-109839659	NME6	37.014	3.2628	37.014	3.2628	-3.1567	569.59	265.72	2.4225	0.0077077	0.99229	0.015415	0.076511	False
chr4:128617875-128617898	TLR12	51.251	101.15	51.251	101.15	0.96712	1244.8	424.39	2.422	0.99223	0.0077667	0.015533	0.076548	True
chr1:65121328-65121351	D630023F18RIK	19.931	0	19.931	0	-4.3876	198.62	110.06	2.4215	0.0077289	0.99227	0.015458	0.076548	False
chr15:90679180-90679203	CPNE8	19.931	1.0876	19.931	1.0876	-3.3257	177.53	110.06	2.4215	0.0077289	0.99227	0.015458	0.076548	False
chr2:26926784-26926807	SURF4	45.556	91.358	45.556	91.358	0.98827	1048.9	358.11	2.4203	0.99218	0.0078158	0.015632	0.076919	True
chr16:30601191-30601214	FAM43A	48.403	5.438	48.403	5.438	-2.9399	923.01	390.8	2.4201	0.0077576	0.99224	0.015515	0.076548	False
chr10:111976749-111976772	KRR1	93.011	18.489	93.011	18.489	-2.2701	2776.7	1007.6	2.4198	0.007765	0.99223	0.01553	0.076548	False
chr2:85983986-85984009	OLFR1030	209.75	349.12	209.75	349.12	0.73233	9712.1	3317.8	2.4196	0.99223	0.0077697	0.015539	0.076548	True
chr8:71543428-71543451	FAM125A	29.422	2.1752	29.422	2.1752	-3.2602	371.19	191.34	2.4156	0.007855	0.99215	0.01571	0.07714	False
chr2:119035311-119035334	RPUSD2	29.422	2.1752	29.422	2.1752	-3.2602	371.19	191.34	2.4156	0.007855	0.99215	0.01571	0.07714	False
chr5:113097741-113097764	2900026A02RIK	42.709	4.3504	42.709	4.3504	-3.0302	735.69	326.35	2.4136	0.0078982	0.9921	0.015796	0.077399	False
chr2:5961256-5961279	UPF2	42.709	4.3504	42.709	4.3504	-3.0302	735.69	326.35	2.4136	0.0078982	0.9921	0.015796	0.077399	False
chr6:122850417-122850440	C3AR1	123.38	217.52	123.38	217.52	0.81299	4431	1522.4	2.4127	0.99208	0.0079242	0.015848	0.077557	True
chr18:62657911-62657934	SPINK10	142.36	246.88	142.36	246.88	0.79	5462.4	1877.4	2.4123	0.99207	0.0079312	0.015862	0.077557	True
chr9:14575304-14575327	AMOTL1	5.6945	16.314	5.6945	16.314	1.3709	56.386	19.385	2.4119	0.9912	0.0087952	0.01759	0.083346	True
chr6:91989049-91989072	FGD5	100.6	181.63	100.6	181.63	0.84597	3282.6	1129.8	2.4106	0.99203	0.0079744	0.015949	0.077814	True
chr2:5961491-5961514	UPF2	312.25	126.16	312.25	126.16	-1.3007	17314	5967.3	2.4102	0.0079729	0.99203	0.015946	0.077814	False
chr1:37950655-37950678	LYG1	81.621	151.18	81.621	151.18	0.88115	2418.9	833.07	2.4098	0.992	0.0079986	0.015997	0.077968	True
chr6:124861379-124861402	GPR162	270.49	103.32	270.49	103.32	-1.3799	13973	4827.1	2.4083	0.0080135	0.99199	0.016027	0.07803	False
chr13:97191211-97191234	HEXB	56.945	7.6132	56.945	7.6132	-2.7501	1216.8	494.17	2.4057	0.0080708	0.99193	0.016142	0.078504	False
chr9:109839639-109839662	NME6	100.6	21.752	100.6	21.752	-2.1589	3108.8	1129.8	2.4034	0.0081209	0.99188	0.016242	0.078887	False
chr5:100846929-100846952	AGPAT9	79.723	147.91	79.723	147.91	0.88342	2324.9	805.03	2.4033	0.99186	0.0081434	0.016287	0.078899	True
chr17:69210298-69210321	EPB4.1L3	146.16	252.32	146.16	252.32	0.7836	5635.3	1951.3	2.4033	0.99187	0.0081273	0.016255	0.078887	True
chr6:149144313-149144336	4833442J19RIK	55.996	108.76	55.996	108.76	0.94541	1392	482.31	2.4026	0.99182	0.0081845	0.016369	0.079192	True
chr10:60292513-60292536	PSAP	203.1	338.24	203.1	338.24	0.73301	9131.2	3164.3	2.4024	0.99185	0.0081457	0.016291	0.078899	True
chr19:32486218-32486241	MINPP1	161.34	275.16	161.34	275.16	0.76646	6477.2	2255.9	2.3964	0.99172	0.0082824	0.016565	0.080055	True
chr8:86548603-86548626	ABCC12	71.182	133.77	71.182	133.77	0.90085	1958.9	682.81	2.3954	0.99167	0.0083281	0.016656	0.080412	True
chr11:105333709-105333732	MRC2	28.473	2.1752	28.473	2.1752	-3.2145	345.78	182.6	2.3905	0.0084133	0.99159	0.016827	0.081071	False
chr15:84699133-84699156	PRR5	358.75	563.38	358.75	563.38	0.64964	20935	7327.3	2.3904	0.99159	0.0084141	0.016828	0.081071	True
chr1:59913516-59913539	FAM117B	15.185	35.891	15.185	35.891	1.1886	214.36	75.054	2.39	0.99123	0.0087738	0.017548	0.083315	True
chr7:101902132-101902155	TOMT	18.982	0	18.982	0	-4.3206	180.15	102.73	2.3888	0.0084508	0.99155	0.016902	0.081255	False
chr2:26926868-26926891	SURF4	18.982	0	18.982	0	-4.3206	180.15	102.73	2.3888	0.0084508	0.99155	0.016902	0.081255	False
chr4:111928677-111928700	SKINT8	60.742	116.37	60.742	116.37	0.92679	1547.4	542.54	2.3884	0.9915	0.0085002	0.017	0.081559	True
chr4:14775064-14775087	LRRC69	84.469	16.314	84.469	16.314	-2.3035	2322.5	875.69	2.3868	0.0084981	0.9915	0.016996	0.081559	False
chr2:121178731-121178754	TUBGCP4	174.63	294.74	174.63	294.74	0.75177	7212.9	2534	2.386	0.99148	0.0085189	0.017038	0.081569	True
chr2:126736432-126736455	USP8	77.825	14.139	77.825	14.139	-2.3804	2028	777.31	2.3834	0.0085762	0.99142	0.017152	0.082032	False
chr19:4106928-4106951	PITPNM1	46.505	5.438	46.505	5.438	-2.8834	843.26	368.91	2.383	0.0085857	0.99141	0.017171	0.082037	False
chr18:24606885-24606908	ELP2	286.62	114.2	286.62	114.2	-1.3201	14865	5258.2	2.3795	0.0086687	0.99133	0.017337	0.082731	False
chr7:31125087-31125110	SCN1B	137.62	238.18	137.62	238.18	0.78701	5056.8	1786.4	2.3794	0.99132	0.0086764	0.017353	0.082731	True
chr10:13190567-13190590	LTV1	125.28	32.628	125.28	32.628	-1.9089	4292.2	1556.8	2.3786	0.0086903	0.99131	0.017381	0.082778	False
chr13:70791870-70791893	ADAMTS16	121.48	213.17	121.48	213.17	0.80617	4203.2	1488.3	2.3766	0.99126	0.008743	0.017486	0.083194	True
chr8:4186095-4186118	EVI5L	589.38	883.13	589.38	883.13	0.58261	43144	15294	2.3752	0.99123	0.0087688	0.017538	0.083315	True
chr2:85785984-85786007	OLFR1015	164.19	278.43	164.19	278.43	0.75832	6524.6	2314.6	2.3744	0.99121	0.0087914	0.017583	0.083346	True
chr11:70971798-70971821	RPAIN	208.8	72.869	208.8	72.869	-1.506	9238.5	3295.8	2.3735	0.0088114	0.99119	0.017623	0.083413	False
chr15:69017428-69017451	KHDRBS3	53.149	103.32	53.149	103.32	0.94604	1258.7	447.27	2.3724	0.99111	0.0088902	0.01778	0.084073	True
chr5:93187788-93187811	CCNI	58.843	8.7008	58.843	8.7008	-2.625	1257.1	518.18	2.3664	0.0089803	0.99102	0.017961	0.084838	False
chr17:24896899-24896922	NME3	27.524	58.73	27.524	58.73	1.0663	486.93	173.99	2.3659	0.99084	0.0091627	0.018325	0.086118	True
chr14:57999026-57999049	EFHA1	27.524	2.1752	27.524	2.1752	-3.1672	321.27	173.99	2.3645	0.009026	0.99097	0.018052	0.085007	False
chr9:57700813-57700836	CYP1A1	27.524	2.1752	27.524	2.1752	-3.1672	321.27	173.99	2.3645	0.009026	0.99097	0.018052	0.085007	False
chr8:105478755-105478778	ZDHHC1	27.524	2.1752	27.524	2.1752	-3.1672	321.27	173.99	2.3645	0.009026	0.99097	0.018052	0.085007	False
chr16:97763526-97763549	RIPK4	22.778	50.03	22.778	50.03	1.1017	371.32	132.96	2.3634	0.99072	0.0092778	0.018556	0.08623	True
chr7:142895641-142895664	TH	66.436	125.07	66.436	125.07	0.90268	1719.2	617.77	2.3592	0.99081	0.0091918	0.018384	0.086215	True
chr19:13095151-13095174	OLFR1457	197.41	327.37	197.41	327.37	0.72682	8444.4	3034.6	2.3591	0.99084	0.0091608	0.018322	0.086118	True
chr17:37299864-37299887	OLFR101	230.63	376.31	230.63	376.31	0.70394	10611	3815.6	2.3584	0.99082	0.0091776	0.018355	0.08617	True
chr5:145165068-145165091	PTCD1	69.283	11.964	69.283	11.964	-2.4387	1642.8	656.54	2.3556	0.0092475	0.99075	0.018495	0.08623	False
chr11:59208584-59208607	2310033P09RIK	18.033	0	18.033	0	-4.2504	162.59	95.563	2.3546	0.0092702	0.99073	0.01854	0.08623	False
chr11:67334962-67334985	MYH13	18.033	0	18.033	0	-4.2504	162.59	95.563	2.3546	0.0092702	0.99073	0.01854	0.08623	False
chr7:45498886-45498909	NUCB1	18.033	0	18.033	0	-4.2504	162.59	95.563	2.3546	0.0092702	0.99073	0.01854	0.08623	False
chr18:36776257-36776280	HARS	18.033	0	18.033	0	-4.2504	162.59	95.563	2.3546	0.0092702	0.99073	0.01854	0.08623	False
chr7:89404825-89404848	FZD4	54.098	7.6132	54.098	7.6132	-2.6774	1080.4	458.86	2.3544	0.0092775	0.99072	0.018555	0.08623	False
chr2:12397489-12397512	FAM188A	54.098	7.6132	54.098	7.6132	-2.6774	1080.4	458.86	2.3544	0.0092775	0.99072	0.018555	0.08623	False
chr13:21658783-21658806	OLFR1361	54.098	7.6132	54.098	7.6132	-2.6774	1080.4	458.86	2.3544	0.0092775	0.99072	0.018555	0.08623	False
chr6:48702652-48702675	GIMAP6	102.5	182.72	102.5	182.72	0.82783	3217.2	1161	2.3541	0.9907	0.0092951	0.01859	0.086231	True
